subsystem,catwalk,mct_node,rope_index,ansys_node,mct_total_fz_kn_per_catwalk,applied_fz_n_per_physical_rope
bottom,1,8,1,8,-62.7153,-3919.7062499999997
bottom,1,8,2,736,-62.7153,-3919.7062499999997
bottom,1,8,3,1464,-62.7153,-3919.7062499999997
bottom,1,8,4,2192,-62.7153,-3919.7062499999997
bottom,1,8,5,2920,-62.7153,-3919.7062499999997
bottom,1,8,6,3648,-62.7153,-3919.7062499999997
bottom,1,8,7,4376,-62.7153,-3919.7062499999997
bottom,1,8,8,5104,-62.7153,-3919.7062499999997
bottom,1,8,9,5832,-62.7153,-3919.7062499999997
bottom,1,8,10,6560,-62.7153,-3919.7062499999997
bottom,1,8,11,7288,-62.7153,-3919.7062499999997
bottom,1,8,12,8016,-62.7153,-3919.7062499999997
bottom,1,8,13,8744,-62.7153,-3919.7062499999997
bottom,1,8,14,9472,-62.7153,-3919.7062499999997
bottom,1,8,15,10200,-62.7153,-3919.7062499999997
bottom,1,8,16,10928,-62.7153,-3919.7062499999997
bottom,2,8,1,14026,-62.7153,-3919.7062499999997
bottom,2,8,2,14754,-62.7153,-3919.7062499999997
bottom,2,8,3,15482,-62.7153,-3919.7062499999997
bottom,2,8,4,16210,-62.7153,-3919.7062499999997
bottom,2,8,5,16938,-62.7153,-3919.7062499999997
bottom,2,8,6,17666,-62.7153,-3919.7062499999997
bottom,2,8,7,18394,-62.7153,-3919.7062499999997
bottom,2,8,8,19122,-62.7153,-3919.7062499999997
bottom,2,8,9,19850,-62.7153,-3919.7062499999997
bottom,2,8,10,20578,-62.7153,-3919.7062499999997
bottom,2,8,11,21306,-62.7153,-3919.7062499999997
bottom,2,8,12,22034,-62.7153,-3919.7062499999997
bottom,2,8,13,22762,-62.7153,-3919.7062499999997
bottom,2,8,14,23490,-62.7153,-3919.7062499999997
bottom,2,8,15,24218,-62.7153,-3919.7062499999997
bottom,2,8,16,24946,-62.7153,-3919.7062499999997
bottom,1,9,1,9,-2.53,-158.125
bottom,1,9,2,737,-2.53,-158.125
bottom,1,9,3,1465,-2.53,-158.125
bottom,1,9,4,2193,-2.53,-158.125
bottom,1,9,5,2921,-2.53,-158.125
bottom,1,9,6,3649,-2.53,-158.125
bottom,1,9,7,4377,-2.53,-158.125
bottom,1,9,8,5105,-2.53,-158.125
bottom,1,9,9,5833,-2.53,-158.125
bottom,1,9,10,6561,-2.53,-158.125
bottom,1,9,11,7289,-2.53,-158.125
bottom,1,9,12,8017,-2.53,-158.125
bottom,1,9,13,8745,-2.53,-158.125
bottom,1,9,14,9473,-2.53,-158.125
bottom,1,9,15,10201,-2.53,-158.125
bottom,1,9,16,10929,-2.53,-158.125
bottom,2,9,1,14027,-2.53,-158.125
bottom,2,9,2,14755,-2.53,-158.125
bottom,2,9,3,15483,-2.53,-158.125
bottom,2,9,4,16211,-2.53,-158.125
bottom,2,9,5,16939,-2.53,-158.125
bottom,2,9,6,17667,-2.53,-158.125
bottom,2,9,7,18395,-2.53,-158.125
bottom,2,9,8,19123,-2.53,-158.125
bottom,2,9,9,19851,-2.53,-158.125
bottom,2,9,10,20579,-2.53,-158.125
bottom,2,9,11,21307,-2.53,-158.125
bottom,2,9,12,22035,-2.53,-158.125
bottom,2,9,13,22763,-2.53,-158.125
bottom,2,9,14,23491,-2.53,-158.125
bottom,2,9,15,24219,-2.53,-158.125
bottom,2,9,16,24947,-2.53,-158.125
bottom,1,10,1,10,-1.32,-82.5
bottom,1,10,2,738,-1.32,-82.5
bottom,1,10,3,1466,-1.32,-82.5
bottom,1,10,4,2194,-1.32,-82.5
bottom,1,10,5,2922,-1.32,-82.5
bottom,1,10,6,3650,-1.32,-82.5
bottom,1,10,7,4378,-1.32,-82.5
bottom,1,10,8,5106,-1.32,-82.5
bottom,1,10,9,5834,-1.32,-82.5
bottom,1,10,10,6562,-1.32,-82.5
bottom,1,10,11,7290,-1.32,-82.5
bottom,1,10,12,8018,-1.32,-82.5
bottom,1,10,13,8746,-1.32,-82.5
bottom,1,10,14,9474,-1.32,-82.5
bottom,1,10,15,10202,-1.32,-82.5
bottom,1,10,16,10930,-1.32,-82.5
bottom,2,10,1,14028,-1.32,-82.5
bottom,2,10,2,14756,-1.32,-82.5
bottom,2,10,3,15484,-1.32,-82.5
bottom,2,10,4,16212,-1.32,-82.5
bottom,2,10,5,16940,-1.32,-82.5
bottom,2,10,6,17668,-1.32,-82.5
bottom,2,10,7,18396,-1.32,-82.5
bottom,2,10,8,19124,-1.32,-82.5
bottom,2,10,9,19852,-1.32,-82.5
bottom,2,10,10,20580,-1.32,-82.5
bottom,2,10,11,21308,-1.32,-82.5
bottom,2,10,12,22036,-1.32,-82.5
bottom,2,10,13,22764,-1.32,-82.5
bottom,2,10,14,23492,-1.32,-82.5
bottom,2,10,15,24220,-1.32,-82.5
bottom,2,10,16,24948,-1.32,-82.5
bottom,1,11,1,11,-1.21,-75.625
bottom,1,11,2,739,-1.21,-75.625
bottom,1,11,3,1467,-1.21,-75.625
bottom,1,11,4,2195,-1.21,-75.625
bottom,1,11,5,2923,-1.21,-75.625
bottom,1,11,6,3651,-1.21,-75.625
bottom,1,11,7,4379,-1.21,-75.625
bottom,1,11,8,5107,-1.21,-75.625
bottom,1,11,9,5835,-1.21,-75.625
bottom,1,11,10,6563,-1.21,-75.625
bottom,1,11,11,7291,-1.21,-75.625
bottom,1,11,12,8019,-1.21,-75.625
bottom,1,11,13,8747,-1.21,-75.625
bottom,1,11,14,9475,-1.21,-75.625
bottom,1,11,15,10203,-1.21,-75.625
bottom,1,11,16,10931,-1.21,-75.625
bottom,2,11,1,14029,-1.21,-75.625
bottom,2,11,2,14757,-1.21,-75.625
bottom,2,11,3,15485,-1.21,-75.625
bottom,2,11,4,16213,-1.21,-75.625
bottom,2,11,5,16941,-1.21,-75.625
bottom,2,11,6,17669,-1.21,-75.625
bottom,2,11,7,18397,-1.21,-75.625
bottom,2,11,8,19125,-1.21,-75.625
bottom,2,11,9,19853,-1.21,-75.625
bottom,2,11,10,20581,-1.21,-75.625
bottom,2,11,11,21309,-1.21,-75.625
bottom,2,11,12,22037,-1.21,-75.625
bottom,2,11,13,22765,-1.21,-75.625
bottom,2,11,14,23493,-1.21,-75.625
bottom,2,11,15,24221,-1.21,-75.625
bottom,2,11,16,24949,-1.21,-75.625
bottom,1,12,1,12,-1.32,-82.5
bottom,1,12,2,740,-1.32,-82.5
bottom,1,12,3,1468,-1.32,-82.5
bottom,1,12,4,2196,-1.32,-82.5
bottom,1,12,5,2924,-1.32,-82.5
bottom,1,12,6,3652,-1.32,-82.5
bottom,1,12,7,4380,-1.32,-82.5
bottom,1,12,8,5108,-1.32,-82.5
bottom,1,12,9,5836,-1.32,-82.5
bottom,1,12,10,6564,-1.32,-82.5
bottom,1,12,11,7292,-1.32,-82.5
bottom,1,12,12,8020,-1.32,-82.5
bottom,1,12,13,8748,-1.32,-82.5
bottom,1,12,14,9476,-1.32,-82.5
bottom,1,12,15,10204,-1.32,-82.5
bottom,1,12,16,10932,-1.32,-82.5
bottom,2,12,1,14030,-1.32,-82.5
bottom,2,12,2,14758,-1.32,-82.5
bottom,2,12,3,15486,-1.32,-82.5
bottom,2,12,4,16214,-1.32,-82.5
bottom,2,12,5,16942,-1.32,-82.5
bottom,2,12,6,17670,-1.32,-82.5
bottom,2,12,7,18398,-1.32,-82.5
bottom,2,12,8,19126,-1.32,-82.5
bottom,2,12,9,19854,-1.32,-82.5
bottom,2,12,10,20582,-1.32,-82.5
bottom,2,12,11,21310,-1.32,-82.5
bottom,2,12,12,22038,-1.32,-82.5
bottom,2,12,13,22766,-1.32,-82.5
bottom,2,12,14,23494,-1.32,-82.5
bottom,2,12,15,24222,-1.32,-82.5
bottom,2,12,16,24950,-1.32,-82.5
bottom,1,13,1,13,-2.53,-158.125
bottom,1,13,2,741,-2.53,-158.125
bottom,1,13,3,1469,-2.53,-158.125
bottom,1,13,4,2197,-2.53,-158.125
bottom,1,13,5,2925,-2.53,-158.125
bottom,1,13,6,3653,-2.53,-158.125
bottom,1,13,7,4381,-2.53,-158.125
bottom,1,13,8,5109,-2.53,-158.125
bottom,1,13,9,5837,-2.53,-158.125
bottom,1,13,10,6565,-2.53,-158.125
bottom,1,13,11,7293,-2.53,-158.125
bottom,1,13,12,8021,-2.53,-158.125
bottom,1,13,13,8749,-2.53,-158.125
bottom,1,13,14,9477,-2.53,-158.125
bottom,1,13,15,10205,-2.53,-158.125
bottom,1,13,16,10933,-2.53,-158.125
bottom,2,13,1,14031,-2.53,-158.125
bottom,2,13,2,14759,-2.53,-158.125
bottom,2,13,3,15487,-2.53,-158.125
bottom,2,13,4,16215,-2.53,-158.125
bottom,2,13,5,16943,-2.53,-158.125
bottom,2,13,6,17671,-2.53,-158.125
bottom,2,13,7,18399,-2.53,-158.125
bottom,2,13,8,19127,-2.53,-158.125
bottom,2,13,9,19855,-2.53,-158.125
bottom,2,13,10,20583,-2.53,-158.125
bottom,2,13,11,21311,-2.53,-158.125
bottom,2,13,12,22039,-2.53,-158.125
bottom,2,13,13,22767,-2.53,-158.125
bottom,2,13,14,23495,-2.53,-158.125
bottom,2,13,15,24223,-2.53,-158.125
bottom,2,13,16,24951,-2.53,-158.125
bottom,1,14,1,14,-1.32,-82.5
bottom,1,14,2,742,-1.32,-82.5
bottom,1,14,3,1470,-1.32,-82.5
bottom,1,14,4,2198,-1.32,-82.5
bottom,1,14,5,2926,-1.32,-82.5
bottom,1,14,6,3654,-1.32,-82.5
bottom,1,14,7,4382,-1.32,-82.5
bottom,1,14,8,5110,-1.32,-82.5
bottom,1,14,9,5838,-1.32,-82.5
bottom,1,14,10,6566,-1.32,-82.5
bottom,1,14,11,7294,-1.32,-82.5
bottom,1,14,12,8022,-1.32,-82.5
bottom,1,14,13,8750,-1.32,-82.5
bottom,1,14,14,9478,-1.32,-82.5
bottom,1,14,15,10206,-1.32,-82.5
bottom,1,14,16,10934,-1.32,-82.5
bottom,2,14,1,14032,-1.32,-82.5
bottom,2,14,2,14760,-1.32,-82.5
bottom,2,14,3,15488,-1.32,-82.5
bottom,2,14,4,16216,-1.32,-82.5
bottom,2,14,5,16944,-1.32,-82.5
bottom,2,14,6,17672,-1.32,-82.5
bottom,2,14,7,18400,-1.32,-82.5
bottom,2,14,8,19128,-1.32,-82.5
bottom,2,14,9,19856,-1.32,-82.5
bottom,2,14,10,20584,-1.32,-82.5
bottom,2,14,11,21312,-1.32,-82.5
bottom,2,14,12,22040,-1.32,-82.5
bottom,2,14,13,22768,-1.32,-82.5
bottom,2,14,14,23496,-1.32,-82.5
bottom,2,14,15,24224,-1.32,-82.5
bottom,2,14,16,24952,-1.32,-82.5
bottom,1,15,1,15,-1.21,-75.625
bottom,1,15,2,743,-1.21,-75.625
bottom,1,15,3,1471,-1.21,-75.625
bottom,1,15,4,2199,-1.21,-75.625
bottom,1,15,5,2927,-1.21,-75.625
bottom,1,15,6,3655,-1.21,-75.625
bottom,1,15,7,4383,-1.21,-75.625
bottom,1,15,8,5111,-1.21,-75.625
bottom,1,15,9,5839,-1.21,-75.625
bottom,1,15,10,6567,-1.21,-75.625
bottom,1,15,11,7295,-1.21,-75.625
bottom,1,15,12,8023,-1.21,-75.625
bottom,1,15,13,8751,-1.21,-75.625
bottom,1,15,14,9479,-1.21,-75.625
bottom,1,15,15,10207,-1.21,-75.625
bottom,1,15,16,10935,-1.21,-75.625
bottom,2,15,1,14033,-1.21,-75.625
bottom,2,15,2,14761,-1.21,-75.625
bottom,2,15,3,15489,-1.21,-75.625
bottom,2,15,4,16217,-1.21,-75.625
bottom,2,15,5,16945,-1.21,-75.625
bottom,2,15,6,17673,-1.21,-75.625
bottom,2,15,7,18401,-1.21,-75.625
bottom,2,15,8,19129,-1.21,-75.625
bottom,2,15,9,19857,-1.21,-75.625
bottom,2,15,10,20585,-1.21,-75.625
bottom,2,15,11,21313,-1.21,-75.625
bottom,2,15,12,22041,-1.21,-75.625
bottom,2,15,13,22769,-1.21,-75.625
bottom,2,15,14,23497,-1.21,-75.625
bottom,2,15,15,24225,-1.21,-75.625
bottom,2,15,16,24953,-1.21,-75.625
bottom,1,16,1,16,-4.5,-281.25
bottom,1,16,2,744,-4.5,-281.25
bottom,1,16,3,1472,-4.5,-281.25
bottom,1,16,4,2200,-4.5,-281.25
bottom,1,16,5,2928,-4.5,-281.25
bottom,1,16,6,3656,-4.5,-281.25
bottom,1,16,7,4384,-4.5,-281.25
bottom,1,16,8,5112,-4.5,-281.25
bottom,1,16,9,5840,-4.5,-281.25
bottom,1,16,10,6568,-4.5,-281.25
bottom,1,16,11,7296,-4.5,-281.25
bottom,1,16,12,8024,-4.5,-281.25
bottom,1,16,13,8752,-4.5,-281.25
bottom,1,16,14,9480,-4.5,-281.25
bottom,1,16,15,10208,-4.5,-281.25
bottom,1,16,16,10936,-4.5,-281.25
bottom,2,16,1,14034,-4.5,-281.25
bottom,2,16,2,14762,-4.5,-281.25
bottom,2,16,3,15490,-4.5,-281.25
bottom,2,16,4,16218,-4.5,-281.25
bottom,2,16,5,16946,-4.5,-281.25
bottom,2,16,6,17674,-4.5,-281.25
bottom,2,16,7,18402,-4.5,-281.25
bottom,2,16,8,19130,-4.5,-281.25
bottom,2,16,9,19858,-4.5,-281.25
bottom,2,16,10,20586,-4.5,-281.25
bottom,2,16,11,21314,-4.5,-281.25
bottom,2,16,12,22042,-4.5,-281.25
bottom,2,16,13,22770,-4.5,-281.25
bottom,2,16,14,23498,-4.5,-281.25
bottom,2,16,15,24226,-4.5,-281.25
bottom,2,16,16,24954,-4.5,-281.25
bottom,1,17,1,17,-2.53,-158.125
bottom,1,17,2,745,-2.53,-158.125
bottom,1,17,3,1473,-2.53,-158.125
bottom,1,17,4,2201,-2.53,-158.125
bottom,1,17,5,2929,-2.53,-158.125
bottom,1,17,6,3657,-2.53,-158.125
bottom,1,17,7,4385,-2.53,-158.125
bottom,1,17,8,5113,-2.53,-158.125
bottom,1,17,9,5841,-2.53,-158.125
bottom,1,17,10,6569,-2.53,-158.125
bottom,1,17,11,7297,-2.53,-158.125
bottom,1,17,12,8025,-2.53,-158.125
bottom,1,17,13,8753,-2.53,-158.125
bottom,1,17,14,9481,-2.53,-158.125
bottom,1,17,15,10209,-2.53,-158.125
bottom,1,17,16,10937,-2.53,-158.125
bottom,2,17,1,14035,-2.53,-158.125
bottom,2,17,2,14763,-2.53,-158.125
bottom,2,17,3,15491,-2.53,-158.125
bottom,2,17,4,16219,-2.53,-158.125
bottom,2,17,5,16947,-2.53,-158.125
bottom,2,17,6,17675,-2.53,-158.125
bottom,2,17,7,18403,-2.53,-158.125
bottom,2,17,8,19131,-2.53,-158.125
bottom,2,17,9,19859,-2.53,-158.125
bottom,2,17,10,20587,-2.53,-158.125
bottom,2,17,11,21315,-2.53,-158.125
bottom,2,17,12,22043,-2.53,-158.125
bottom,2,17,13,22771,-2.53,-158.125
bottom,2,17,14,23499,-2.53,-158.125
bottom,2,17,15,24227,-2.53,-158.125
bottom,2,17,16,24955,-2.53,-158.125
bottom,1,18,1,18,-1.32,-82.5
bottom,1,18,2,746,-1.32,-82.5
bottom,1,18,3,1474,-1.32,-82.5
bottom,1,18,4,2202,-1.32,-82.5
bottom,1,18,5,2930,-1.32,-82.5
bottom,1,18,6,3658,-1.32,-82.5
bottom,1,18,7,4386,-1.32,-82.5
bottom,1,18,8,5114,-1.32,-82.5
bottom,1,18,9,5842,-1.32,-82.5
bottom,1,18,10,6570,-1.32,-82.5
bottom,1,18,11,7298,-1.32,-82.5
bottom,1,18,12,8026,-1.32,-82.5
bottom,1,18,13,8754,-1.32,-82.5
bottom,1,18,14,9482,-1.32,-82.5
bottom,1,18,15,10210,-1.32,-82.5
bottom,1,18,16,10938,-1.32,-82.5
bottom,2,18,1,14036,-1.32,-82.5
bottom,2,18,2,14764,-1.32,-82.5
bottom,2,18,3,15492,-1.32,-82.5
bottom,2,18,4,16220,-1.32,-82.5
bottom,2,18,5,16948,-1.32,-82.5
bottom,2,18,6,17676,-1.32,-82.5
bottom,2,18,7,18404,-1.32,-82.5
bottom,2,18,8,19132,-1.32,-82.5
bottom,2,18,9,19860,-1.32,-82.5
bottom,2,18,10,20588,-1.32,-82.5
bottom,2,18,11,21316,-1.32,-82.5
bottom,2,18,12,22044,-1.32,-82.5
bottom,2,18,13,22772,-1.32,-82.5
bottom,2,18,14,23500,-1.32,-82.5
bottom,2,18,15,24228,-1.32,-82.5
bottom,2,18,16,24956,-1.32,-82.5
bottom,1,19,1,19,-1.21,-75.625
bottom,1,19,2,747,-1.21,-75.625
bottom,1,19,3,1475,-1.21,-75.625
bottom,1,19,4,2203,-1.21,-75.625
bottom,1,19,5,2931,-1.21,-75.625
bottom,1,19,6,3659,-1.21,-75.625
bottom,1,19,7,4387,-1.21,-75.625
bottom,1,19,8,5115,-1.21,-75.625
bottom,1,19,9,5843,-1.21,-75.625
bottom,1,19,10,6571,-1.21,-75.625
bottom,1,19,11,7299,-1.21,-75.625
bottom,1,19,12,8027,-1.21,-75.625
bottom,1,19,13,8755,-1.21,-75.625
bottom,1,19,14,9483,-1.21,-75.625
bottom,1,19,15,10211,-1.21,-75.625
bottom,1,19,16,10939,-1.21,-75.625
bottom,2,19,1,14037,-1.21,-75.625
bottom,2,19,2,14765,-1.21,-75.625
bottom,2,19,3,15493,-1.21,-75.625
bottom,2,19,4,16221,-1.21,-75.625
bottom,2,19,5,16949,-1.21,-75.625
bottom,2,19,6,17677,-1.21,-75.625
bottom,2,19,7,18405,-1.21,-75.625
bottom,2,19,8,19133,-1.21,-75.625
bottom,2,19,9,19861,-1.21,-75.625
bottom,2,19,10,20589,-1.21,-75.625
bottom,2,19,11,21317,-1.21,-75.625
bottom,2,19,12,22045,-1.21,-75.625
bottom,2,19,13,22773,-1.21,-75.625
bottom,2,19,14,23501,-1.21,-75.625
bottom,2,19,15,24229,-1.21,-75.625
bottom,2,19,16,24957,-1.21,-75.625
bottom,1,20,1,20,-1.32,-82.5
bottom,1,20,2,748,-1.32,-82.5
bottom,1,20,3,1476,-1.32,-82.5
bottom,1,20,4,2204,-1.32,-82.5
bottom,1,20,5,2932,-1.32,-82.5
bottom,1,20,6,3660,-1.32,-82.5
bottom,1,20,7,4388,-1.32,-82.5
bottom,1,20,8,5116,-1.32,-82.5
bottom,1,20,9,5844,-1.32,-82.5
bottom,1,20,10,6572,-1.32,-82.5
bottom,1,20,11,7300,-1.32,-82.5
bottom,1,20,12,8028,-1.32,-82.5
bottom,1,20,13,8756,-1.32,-82.5
bottom,1,20,14,9484,-1.32,-82.5
bottom,1,20,15,10212,-1.32,-82.5
bottom,1,20,16,10940,-1.32,-82.5
bottom,2,20,1,14038,-1.32,-82.5
bottom,2,20,2,14766,-1.32,-82.5
bottom,2,20,3,15494,-1.32,-82.5
bottom,2,20,4,16222,-1.32,-82.5
bottom,2,20,5,16950,-1.32,-82.5
bottom,2,20,6,17678,-1.32,-82.5
bottom,2,20,7,18406,-1.32,-82.5
bottom,2,20,8,19134,-1.32,-82.5
bottom,2,20,9,19862,-1.32,-82.5
bottom,2,20,10,20590,-1.32,-82.5
bottom,2,20,11,21318,-1.32,-82.5
bottom,2,20,12,22046,-1.32,-82.5
bottom,2,20,13,22774,-1.32,-82.5
bottom,2,20,14,23502,-1.32,-82.5
bottom,2,20,15,24230,-1.32,-82.5
bottom,2,20,16,24958,-1.32,-82.5
bottom,1,21,1,21,-2.53,-158.125
bottom,1,21,2,749,-2.53,-158.125
bottom,1,21,3,1477,-2.53,-158.125
bottom,1,21,4,2205,-2.53,-158.125
bottom,1,21,5,2933,-2.53,-158.125
bottom,1,21,6,3661,-2.53,-158.125
bottom,1,21,7,4389,-2.53,-158.125
bottom,1,21,8,5117,-2.53,-158.125
bottom,1,21,9,5845,-2.53,-158.125
bottom,1,21,10,6573,-2.53,-158.125
bottom,1,21,11,7301,-2.53,-158.125
bottom,1,21,12,8029,-2.53,-158.125
bottom,1,21,13,8757,-2.53,-158.125
bottom,1,21,14,9485,-2.53,-158.125
bottom,1,21,15,10213,-2.53,-158.125
bottom,1,21,16,10941,-2.53,-158.125
bottom,2,21,1,14039,-2.53,-158.125
bottom,2,21,2,14767,-2.53,-158.125
bottom,2,21,3,15495,-2.53,-158.125
bottom,2,21,4,16223,-2.53,-158.125
bottom,2,21,5,16951,-2.53,-158.125
bottom,2,21,6,17679,-2.53,-158.125
bottom,2,21,7,18407,-2.53,-158.125
bottom,2,21,8,19135,-2.53,-158.125
bottom,2,21,9,19863,-2.53,-158.125
bottom,2,21,10,20591,-2.53,-158.125
bottom,2,21,11,21319,-2.53,-158.125
bottom,2,21,12,22047,-2.53,-158.125
bottom,2,21,13,22775,-2.53,-158.125
bottom,2,21,14,23503,-2.53,-158.125
bottom,2,21,15,24231,-2.53,-158.125
bottom,2,21,16,24959,-2.53,-158.125
bottom,1,22,1,22,-1.32,-82.5
bottom,1,22,2,750,-1.32,-82.5
bottom,1,22,3,1478,-1.32,-82.5
bottom,1,22,4,2206,-1.32,-82.5
bottom,1,22,5,2934,-1.32,-82.5
bottom,1,22,6,3662,-1.32,-82.5
bottom,1,22,7,4390,-1.32,-82.5
bottom,1,22,8,5118,-1.32,-82.5
bottom,1,22,9,5846,-1.32,-82.5
bottom,1,22,10,6574,-1.32,-82.5
bottom,1,22,11,7302,-1.32,-82.5
bottom,1,22,12,8030,-1.32,-82.5
bottom,1,22,13,8758,-1.32,-82.5
bottom,1,22,14,9486,-1.32,-82.5
bottom,1,22,15,10214,-1.32,-82.5
bottom,1,22,16,10942,-1.32,-82.5
bottom,2,22,1,14040,-1.32,-82.5
bottom,2,22,2,14768,-1.32,-82.5
bottom,2,22,3,15496,-1.32,-82.5
bottom,2,22,4,16224,-1.32,-82.5
bottom,2,22,5,16952,-1.32,-82.5
bottom,2,22,6,17680,-1.32,-82.5
bottom,2,22,7,18408,-1.32,-82.5
bottom,2,22,8,19136,-1.32,-82.5
bottom,2,22,9,19864,-1.32,-82.5
bottom,2,22,10,20592,-1.32,-82.5
bottom,2,22,11,21320,-1.32,-82.5
bottom,2,22,12,22048,-1.32,-82.5
bottom,2,22,13,22776,-1.32,-82.5
bottom,2,22,14,23504,-1.32,-82.5
bottom,2,22,15,24232,-1.32,-82.5
bottom,2,22,16,24960,-1.32,-82.5
bottom,1,23,1,23,-1.21,-75.625
bottom,1,23,2,751,-1.21,-75.625
bottom,1,23,3,1479,-1.21,-75.625
bottom,1,23,4,2207,-1.21,-75.625
bottom,1,23,5,2935,-1.21,-75.625
bottom,1,23,6,3663,-1.21,-75.625
bottom,1,23,7,4391,-1.21,-75.625
bottom,1,23,8,5119,-1.21,-75.625
bottom,1,23,9,5847,-1.21,-75.625
bottom,1,23,10,6575,-1.21,-75.625
bottom,1,23,11,7303,-1.21,-75.625
bottom,1,23,12,8031,-1.21,-75.625
bottom,1,23,13,8759,-1.21,-75.625
bottom,1,23,14,9487,-1.21,-75.625
bottom,1,23,15,10215,-1.21,-75.625
bottom,1,23,16,10943,-1.21,-75.625
bottom,2,23,1,14041,-1.21,-75.625
bottom,2,23,2,14769,-1.21,-75.625
bottom,2,23,3,15497,-1.21,-75.625
bottom,2,23,4,16225,-1.21,-75.625
bottom,2,23,5,16953,-1.21,-75.625
bottom,2,23,6,17681,-1.21,-75.625
bottom,2,23,7,18409,-1.21,-75.625
bottom,2,23,8,19137,-1.21,-75.625
bottom,2,23,9,19865,-1.21,-75.625
bottom,2,23,10,20593,-1.21,-75.625
bottom,2,23,11,21321,-1.21,-75.625
bottom,2,23,12,22049,-1.21,-75.625
bottom,2,23,13,22777,-1.21,-75.625
bottom,2,23,14,23505,-1.21,-75.625
bottom,2,23,15,24233,-1.21,-75.625
bottom,2,23,16,24961,-1.21,-75.625
bottom,1,24,1,24,-1.32,-82.5
bottom,1,24,2,752,-1.32,-82.5
bottom,1,24,3,1480,-1.32,-82.5
bottom,1,24,4,2208,-1.32,-82.5
bottom,1,24,5,2936,-1.32,-82.5
bottom,1,24,6,3664,-1.32,-82.5
bottom,1,24,7,4392,-1.32,-82.5
bottom,1,24,8,5120,-1.32,-82.5
bottom,1,24,9,5848,-1.32,-82.5
bottom,1,24,10,6576,-1.32,-82.5
bottom,1,24,11,7304,-1.32,-82.5
bottom,1,24,12,8032,-1.32,-82.5
bottom,1,24,13,8760,-1.32,-82.5
bottom,1,24,14,9488,-1.32,-82.5
bottom,1,24,15,10216,-1.32,-82.5
bottom,1,24,16,10944,-1.32,-82.5
bottom,2,24,1,14042,-1.32,-82.5
bottom,2,24,2,14770,-1.32,-82.5
bottom,2,24,3,15498,-1.32,-82.5
bottom,2,24,4,16226,-1.32,-82.5
bottom,2,24,5,16954,-1.32,-82.5
bottom,2,24,6,17682,-1.32,-82.5
bottom,2,24,7,18410,-1.32,-82.5
bottom,2,24,8,19138,-1.32,-82.5
bottom,2,24,9,19866,-1.32,-82.5
bottom,2,24,10,20594,-1.32,-82.5
bottom,2,24,11,21322,-1.32,-82.5
bottom,2,24,12,22050,-1.32,-82.5
bottom,2,24,13,22778,-1.32,-82.5
bottom,2,24,14,23506,-1.32,-82.5
bottom,2,24,15,24234,-1.32,-82.5
bottom,2,24,16,24962,-1.32,-82.5
bottom,1,25,1,25,-2.53,-158.125
bottom,1,25,2,753,-2.53,-158.125
bottom,1,25,3,1481,-2.53,-158.125
bottom,1,25,4,2209,-2.53,-158.125
bottom,1,25,5,2937,-2.53,-158.125
bottom,1,25,6,3665,-2.53,-158.125
bottom,1,25,7,4393,-2.53,-158.125
bottom,1,25,8,5121,-2.53,-158.125
bottom,1,25,9,5849,-2.53,-158.125
bottom,1,25,10,6577,-2.53,-158.125
bottom,1,25,11,7305,-2.53,-158.125
bottom,1,25,12,8033,-2.53,-158.125
bottom,1,25,13,8761,-2.53,-158.125
bottom,1,25,14,9489,-2.53,-158.125
bottom,1,25,15,10217,-2.53,-158.125
bottom,1,25,16,10945,-2.53,-158.125
bottom,2,25,1,14043,-2.53,-158.125
bottom,2,25,2,14771,-2.53,-158.125
bottom,2,25,3,15499,-2.53,-158.125
bottom,2,25,4,16227,-2.53,-158.125
bottom,2,25,5,16955,-2.53,-158.125
bottom,2,25,6,17683,-2.53,-158.125
bottom,2,25,7,18411,-2.53,-158.125
bottom,2,25,8,19139,-2.53,-158.125
bottom,2,25,9,19867,-2.53,-158.125
bottom,2,25,10,20595,-2.53,-158.125
bottom,2,25,11,21323,-2.53,-158.125
bottom,2,25,12,22051,-2.53,-158.125
bottom,2,25,13,22779,-2.53,-158.125
bottom,2,25,14,23507,-2.53,-158.125
bottom,2,25,15,24235,-2.53,-158.125
bottom,2,25,16,24963,-2.53,-158.125
bottom,1,26,1,26,-1.32,-82.5
bottom,1,26,2,754,-1.32,-82.5
bottom,1,26,3,1482,-1.32,-82.5
bottom,1,26,4,2210,-1.32,-82.5
bottom,1,26,5,2938,-1.32,-82.5
bottom,1,26,6,3666,-1.32,-82.5
bottom,1,26,7,4394,-1.32,-82.5
bottom,1,26,8,5122,-1.32,-82.5
bottom,1,26,9,5850,-1.32,-82.5
bottom,1,26,10,6578,-1.32,-82.5
bottom,1,26,11,7306,-1.32,-82.5
bottom,1,26,12,8034,-1.32,-82.5
bottom,1,26,13,8762,-1.32,-82.5
bottom,1,26,14,9490,-1.32,-82.5
bottom,1,26,15,10218,-1.32,-82.5
bottom,1,26,16,10946,-1.32,-82.5
bottom,2,26,1,14044,-1.32,-82.5
bottom,2,26,2,14772,-1.32,-82.5
bottom,2,26,3,15500,-1.32,-82.5
bottom,2,26,4,16228,-1.32,-82.5
bottom,2,26,5,16956,-1.32,-82.5
bottom,2,26,6,17684,-1.32,-82.5
bottom,2,26,7,18412,-1.32,-82.5
