conn_id,source_file,source_line,original_command,master_node,slave_node,dof_label,system,assembly_name,reason,aux_node,rigid_element,joint_element,implementation,penalty_n_per_mm
C10-CONN-01546,apply_finite_gates_and_passages_v2.inp,51332,"CERIG,2003786,5651,UXYZ",2003786,5651,UXYZ,gate,CW1_GATE_60,梁轴 master -> CW1_BOTTOM_PHI50_08 原索 slave；保留截面刚体转动,2030932,2020530,2020531,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01547,apply_finite_gates_and_passages_v2.inp,51333,"CERIG,2003787,6379,UXYZ",2003787,6379,UXYZ,gate,CW1_GATE_60,梁轴 master -> CW1_BOTTOM_PHI50_09 原索 slave；保留截面刚体转动,2030933,2020532,2020533,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01548,apply_finite_gates_and_passages_v2.inp,51334,"CERIG,2003788,7107,UXYZ",2003788,7107,UXYZ,gate,CW1_GATE_60,梁轴 master -> CW1_BOTTOM_PHI50_10 原索 slave；保留截面刚体转动,2030934,2020534,2020535,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01549,apply_finite_gates_and_passages_v2.inp,51335,"CERIG,2003789,7835,UXYZ",2003789,7835,UXYZ,gate,CW1_GATE_60,梁轴 master -> CW1_BOTTOM_PHI50_11 原索 slave；保留截面刚体转动,2030935,2020536,2020537,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01550,apply_finite_gates_and_passages_v2.inp,51336,"CERIG,2003790,8563,UXYZ",2003790,8563,UXYZ,gate,CW1_GATE_60,梁轴 master -> CW1_BOTTOM_PHI50_12 原索 slave；保留截面刚体转动,2030936,2020538,2020539,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01551,apply_finite_gates_and_passages_v2.inp,51337,"CERIG,2003791,9291,UXYZ",2003791,9291,UXYZ,gate,CW1_GATE_60,梁轴 master -> CW1_BOTTOM_PHI50_13 原索 slave；保留截面刚体转动,2030937,2020540,2020541,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01552,apply_finite_gates_and_passages_v2.inp,51338,"CERIG,2003792,10019,UXYZ",2003792,10019,UXYZ,gate,CW1_GATE_60,梁轴 master -> CW1_BOTTOM_PHI50_14 原索 slave；保留截面刚体转动,2030938,2020542,2020543,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01553,apply_finite_gates_and_passages_v2.inp,51339,"CERIG,2003793,10747,UXYZ",2003793,10747,UXYZ,gate,CW1_GATE_60,梁轴 master -> CW1_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动,2030939,2020544,2020545,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01554,apply_finite_gates_and_passages_v2.inp,51340,"CERIG,2003794,11475,UXYZ",2003794,11475,UXYZ,gate,CW1_GATE_60,梁轴 master -> CW1_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动,2030940,2020546,2020547,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01555,apply_finite_gates_and_passages_v2.inp,51341,"CERIG,2003818,11973,UXYZ",2003818,11973,UXYZ,gate,CW1_GATE_60,梁轴 master -> CW1_GANTRY_PHI54_01 原索 slave；保留截面刚体转动,2030941,2020548,2020549,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01556,apply_finite_gates_and_passages_v2.inp,51342,"CERIG,2003819,12368,UXYZ",2003819,12368,UXYZ,gate,CW1_GATE_60,梁轴 master -> CW1_GANTRY_PHI54_02 原索 slave；保留截面刚体转动,2030942,2020550,2020551,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01557,apply_finite_gates_and_passages_v2.inp,51343,"CERIG,2003820,12763,UXYZ",2003820,12763,UXYZ,gate,CW1_GATE_60,梁轴 master -> CW1_GANTRY_PHI54_03 原索 slave；保留截面刚体转动,2030943,2020552,2020553,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01558,apply_finite_gates_and_passages_v2.inp,51344,"CERIG,2003821,13158,UXYZ",2003821,13158,UXYZ,gate,CW1_GATE_60,梁轴 master -> CW1_GANTRY_PHI54_04 原索 slave；保留截面刚体转动,2030944,2020554,2020555,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01559,apply_finite_gates_and_passages_v2.inp,51345,"CERIG,2003822,13553,UXYZ",2003822,13553,UXYZ,gate,CW1_GATE_60,梁轴 master -> CW1_GANTRY_PHI54_05 原索 slave；保留截面刚体转动,2030945,2020556,2020557,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01560,apply_finite_gates_and_passages_v2.inp,51346,"CERIG,2003823,13948,UXYZ",2003823,13948,UXYZ,gate,CW1_GATE_60,梁轴 master -> CW1_GANTRY_PHI54_06 原索 slave；保留截面刚体转动,2030946,2020558,2020559,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01561,apply_finite_gates_and_passages_v2.inp,51347,"CERIG,2003842,2003899,ALL",2003842,2003899,ALL,gate,CW1_GATE_61,left_post 下端焊接中心线偏置：平动+转动,,2020560,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-01562,apply_finite_gates_and_passages_v2.inp,51348,"CERIG,2003881,2003900,ALL",2003881,2003900,ALL,gate,CW1_GATE_61,left_post 上端焊接中心线偏置：平动+转动,,2020561,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-01563,apply_finite_gates_and_passages_v2.inp,51349,"CERIG,2003859,2003902,ALL",2003859,2003902,ALL,gate,CW1_GATE_61,right_post 下端焊接中心线偏置：平动+转动,,2020562,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-01564,apply_finite_gates_and_passages_v2.inp,51350,"CERIG,2003888,2003903,ALL",2003888,2003903,ALL,gate,CW1_GATE_61,right_post 上端焊接中心线偏置：平动+转动,,2020563,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-01565,apply_finite_gates_and_passages_v2.inp,51351,"CERIG,2003843,568,UXYZ",2003843,568,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_BOTTOM_PHI50_01 原索 slave；保留截面刚体转动,2030947,2020564,2020565,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01566,apply_finite_gates_and_passages_v2.inp,51352,"CERIG,2003844,1296,UXYZ",2003844,1296,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_BOTTOM_PHI50_02 原索 slave；保留截面刚体转动,2030948,2020566,2020567,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01567,apply_finite_gates_and_passages_v2.inp,51353,"CERIG,2003845,2024,UXYZ",2003845,2024,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_BOTTOM_PHI50_03 原索 slave；保留截面刚体转动,2030949,2020568,2020569,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01568,apply_finite_gates_and_passages_v2.inp,51354,"CERIG,2003846,2752,UXYZ",2003846,2752,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_BOTTOM_PHI50_04 原索 slave；保留截面刚体转动,2030950,2020570,2020571,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01569,apply_finite_gates_and_passages_v2.inp,51355,"CERIG,2003847,3480,UXYZ",2003847,3480,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_BOTTOM_PHI50_05 原索 slave；保留截面刚体转动,2030951,2020572,2020573,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01570,apply_finite_gates_and_passages_v2.inp,51356,"CERIG,2003848,4208,UXYZ",2003848,4208,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_BOTTOM_PHI50_06 原索 slave；保留截面刚体转动,2030952,2020574,2020575,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01571,apply_finite_gates_and_passages_v2.inp,51357,"CERIG,2003849,4936,UXYZ",2003849,4936,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_BOTTOM_PHI50_07 原索 slave；保留截面刚体转动,2030953,2020576,2020577,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01572,apply_finite_gates_and_passages_v2.inp,51358,"CERIG,2003850,5664,UXYZ",2003850,5664,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_BOTTOM_PHI50_08 原索 slave；保留截面刚体转动,2030954,2020578,2020579,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01573,apply_finite_gates_and_passages_v2.inp,51359,"CERIG,2003851,6392,UXYZ",2003851,6392,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_BOTTOM_PHI50_09 原索 slave；保留截面刚体转动,2030955,2020580,2020581,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01574,apply_finite_gates_and_passages_v2.inp,51360,"CERIG,2003852,7120,UXYZ",2003852,7120,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_BOTTOM_PHI50_10 原索 slave；保留截面刚体转动,2030956,2020582,2020583,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01575,apply_finite_gates_and_passages_v2.inp,51361,"CERIG,2003853,7848,UXYZ",2003853,7848,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_BOTTOM_PHI50_11 原索 slave；保留截面刚体转动,2030957,2020584,2020585,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01576,apply_finite_gates_and_passages_v2.inp,51362,"CERIG,2003854,8576,UXYZ",2003854,8576,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_BOTTOM_PHI50_12 原索 slave；保留截面刚体转动,2030958,2020586,2020587,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01577,apply_finite_gates_and_passages_v2.inp,51363,"CERIG,2003855,9304,UXYZ",2003855,9304,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_BOTTOM_PHI50_13 原索 slave；保留截面刚体转动,2030959,2020588,2020589,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01578,apply_finite_gates_and_passages_v2.inp,51364,"CERIG,2003856,10032,UXYZ",2003856,10032,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_BOTTOM_PHI50_14 原索 slave；保留截面刚体转动,2030960,2020590,2020591,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01579,apply_finite_gates_and_passages_v2.inp,51365,"CERIG,2003857,10760,UXYZ",2003857,10760,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动,2030961,2020592,2020593,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01580,apply_finite_gates_and_passages_v2.inp,51366,"CERIG,2003858,11488,UXYZ",2003858,11488,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动,2030962,2020594,2020595,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01581,apply_finite_gates_and_passages_v2.inp,51367,"CERIG,2003882,11978,UXYZ",2003882,11978,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_GANTRY_PHI54_01 原索 slave；保留截面刚体转动,2030963,2020596,2020597,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01582,apply_finite_gates_and_passages_v2.inp,51368,"CERIG,2003883,12373,UXYZ",2003883,12373,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_GANTRY_PHI54_02 原索 slave；保留截面刚体转动,2030964,2020598,2020599,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01583,apply_finite_gates_and_passages_v2.inp,51369,"CERIG,2003884,12768,UXYZ",2003884,12768,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_GANTRY_PHI54_03 原索 slave；保留截面刚体转动,2030965,2020600,2020601,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01584,apply_finite_gates_and_passages_v2.inp,51370,"CERIG,2003885,13163,UXYZ",2003885,13163,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_GANTRY_PHI54_04 原索 slave；保留截面刚体转动,2030966,2020602,2020603,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01585,apply_finite_gates_and_passages_v2.inp,51371,"CERIG,2003886,13558,UXYZ",2003886,13558,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_GANTRY_PHI54_05 原索 slave；保留截面刚体转动,2030967,2020604,2020605,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01586,apply_finite_gates_and_passages_v2.inp,51372,"CERIG,2003887,13953,UXYZ",2003887,13953,UXYZ,gate,CW1_GATE_61,梁轴 master -> CW1_GANTRY_PHI54_06 原索 slave；保留截面刚体转动,2030968,2020606,2020607,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01587,apply_finite_gates_and_passages_v2.inp,51373,"CERIG,2003906,2003963,ALL",2003906,2003963,ALL,gate,CW1_GATE_62,left_post 下端焊接中心线偏置：平动+转动,,2020608,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-01588,apply_finite_gates_and_passages_v2.inp,51374,"CERIG,2003945,2003964,ALL",2003945,2003964,ALL,gate,CW1_GATE_62,left_post 上端焊接中心线偏置：平动+转动,,2020609,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-01589,apply_finite_gates_and_passages_v2.inp,51375,"CERIG,2003923,2003966,ALL",2003923,2003966,ALL,gate,CW1_GATE_62,right_post 下端焊接中心线偏置：平动+转动,,2020610,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-01590,apply_finite_gates_and_passages_v2.inp,51376,"CERIG,2003952,2003967,ALL",2003952,2003967,ALL,gate,CW1_GATE_62,right_post 上端焊接中心线偏置：平动+转动,,2020611,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-01591,apply_finite_gates_and_passages_v2.inp,51377,"CERIG,2003907,581,UXYZ",2003907,581,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_BOTTOM_PHI50_01 原索 slave；保留截面刚体转动,2030969,2020612,2020613,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01592,apply_finite_gates_and_passages_v2.inp,51378,"CERIG,2003908,1309,UXYZ",2003908,1309,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_BOTTOM_PHI50_02 原索 slave；保留截面刚体转动,2030970,2020614,2020615,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01593,apply_finite_gates_and_passages_v2.inp,51379,"CERIG,2003909,2037,UXYZ",2003909,2037,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_BOTTOM_PHI50_03 原索 slave；保留截面刚体转动,2030971,2020616,2020617,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01594,apply_finite_gates_and_passages_v2.inp,51380,"CERIG,2003910,2765,UXYZ",2003910,2765,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_BOTTOM_PHI50_04 原索 slave；保留截面刚体转动,2030972,2020618,2020619,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01595,apply_finite_gates_and_passages_v2.inp,51381,"CERIG,2003911,3493,UXYZ",2003911,3493,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_BOTTOM_PHI50_05 原索 slave；保留截面刚体转动,2030973,2020620,2020621,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01596,apply_finite_gates_and_passages_v2.inp,51382,"CERIG,2003912,4221,UXYZ",2003912,4221,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_BOTTOM_PHI50_06 原索 slave；保留截面刚体转动,2030974,2020622,2020623,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01597,apply_finite_gates_and_passages_v2.inp,51383,"CERIG,2003913,4949,UXYZ",2003913,4949,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_BOTTOM_PHI50_07 原索 slave；保留截面刚体转动,2030975,2020624,2020625,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01598,apply_finite_gates_and_passages_v2.inp,51384,"CERIG,2003914,5677,UXYZ",2003914,5677,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_BOTTOM_PHI50_08 原索 slave；保留截面刚体转动,2030976,2020626,2020627,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01599,apply_finite_gates_and_passages_v2.inp,51385,"CERIG,2003915,6405,UXYZ",2003915,6405,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_BOTTOM_PHI50_09 原索 slave；保留截面刚体转动,2030977,2020628,2020629,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01600,apply_finite_gates_and_passages_v2.inp,51386,"CERIG,2003916,7133,UXYZ",2003916,7133,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_BOTTOM_PHI50_10 原索 slave；保留截面刚体转动,2030978,2020630,2020631,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01601,apply_finite_gates_and_passages_v2.inp,51387,"CERIG,2003917,7861,UXYZ",2003917,7861,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_BOTTOM_PHI50_11 原索 slave；保留截面刚体转动,2030979,2020632,2020633,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01602,apply_finite_gates_and_passages_v2.inp,51388,"CERIG,2003918,8589,UXYZ",2003918,8589,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_BOTTOM_PHI50_12 原索 slave；保留截面刚体转动,2030980,2020634,2020635,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01603,apply_finite_gates_and_passages_v2.inp,51389,"CERIG,2003919,9317,UXYZ",2003919,9317,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_BOTTOM_PHI50_13 原索 slave；保留截面刚体转动,2030981,2020636,2020637,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01604,apply_finite_gates_and_passages_v2.inp,51390,"CERIG,2003920,10045,UXYZ",2003920,10045,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_BOTTOM_PHI50_14 原索 slave；保留截面刚体转动,2030982,2020638,2020639,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01605,apply_finite_gates_and_passages_v2.inp,51391,"CERIG,2003921,10773,UXYZ",2003921,10773,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动,2030983,2020640,2020641,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01606,apply_finite_gates_and_passages_v2.inp,51392,"CERIG,2003922,11501,UXYZ",2003922,11501,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动,2030984,2020642,2020643,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01607,apply_finite_gates_and_passages_v2.inp,51393,"CERIG,2003946,11983,UXYZ",2003946,11983,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_GANTRY_PHI54_01 原索 slave；保留截面刚体转动,2030985,2020644,2020645,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01608,apply_finite_gates_and_passages_v2.inp,51394,"CERIG,2003947,12378,UXYZ",2003947,12378,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_GANTRY_PHI54_02 原索 slave；保留截面刚体转动,2030986,2020646,2020647,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01609,apply_finite_gates_and_passages_v2.inp,51395,"CERIG,2003948,12773,UXYZ",2003948,12773,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_GANTRY_PHI54_03 原索 slave；保留截面刚体转动,2030987,2020648,2020649,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01610,apply_finite_gates_and_passages_v2.inp,51396,"CERIG,2003949,13168,UXYZ",2003949,13168,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_GANTRY_PHI54_04 原索 slave；保留截面刚体转动,2030988,2020650,2020651,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01611,apply_finite_gates_and_passages_v2.inp,51397,"CERIG,2003950,13563,UXYZ",2003950,13563,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_GANTRY_PHI54_05 原索 slave；保留截面刚体转动,2030989,2020652,2020653,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01612,apply_finite_gates_and_passages_v2.inp,51398,"CERIG,2003951,13958,UXYZ",2003951,13958,UXYZ,gate,CW1_GATE_62,梁轴 master -> CW1_GANTRY_PHI54_06 原索 slave；保留截面刚体转动,2030990,2020654,2020655,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01613,apply_finite_gates_and_passages_v2.inp,51399,"CERIG,2003970,2004027,ALL",2003970,2004027,ALL,gate,CW1_GATE_63,left_post 下端焊接中心线偏置：平动+转动,,2020656,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-01614,apply_finite_gates_and_passages_v2.inp,51400,"CERIG,2004009,2004028,ALL",2004009,2004028,ALL,gate,CW1_GATE_63,left_post 上端焊接中心线偏置：平动+转动,,2020657,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-01615,apply_finite_gates_and_passages_v2.inp,51401,"CERIG,2003987,2004030,ALL",2003987,2004030,ALL,gate,CW1_GATE_63,right_post 下端焊接中心线偏置：平动+转动,,2020658,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-01616,apply_finite_gates_and_passages_v2.inp,51402,"CERIG,2004016,2004031,ALL",2004016,2004031,ALL,gate,CW1_GATE_63,right_post 上端焊接中心线偏置：平动+转动,,2020659,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-01617,apply_finite_gates_and_passages_v2.inp,51403,"CERIG,2003971,595,UXYZ",2003971,595,UXYZ,gate,CW1_GATE_63,梁轴 master -> CW1_BOTTOM_PHI50_01 原索 slave；保留截面刚体转动,2030991,2020660,2020661,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-01618,apply_finite_gates_and_passages_v2.inp,51404,"CERIG,2003972,1323,UXYZ",2003972,1323,UXYZ,gate,CW1_GATE_63,梁轴 master -> CW1_BOTTOM_PHI50_02 原索 slave；保留截面刚体转动,2030992,2020662,2020663,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
