apdl_elem_id,n1,n2,orientation_node,assembly_name,member,section_key,local_x_global_x,local_x_global_y,local_x_global_z,local_y_global_x,local_y_global_y,local_y_global_z,local_z_global_x,local_z_global_y,local_z_global_z,abs_local_z_dot_global_z,iyy_mm4,izz_mm4,thickness_z_mm,thickness_y_mm,shear_correction_xz,shear_correction_xy,acceptance_rule,status
2000001,2000001,2000002,2000021,CW1_GATE_01,bottom_beam,gate_bottom,0.000000000000000,-1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,-0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,28164706.458333332092,9830899.739583333954,175.000000000000,175.000000000000,0.236384269613385,0.671295804316866,local-z竖直；TKz/TKy=175/175；Iyy强轴>Izz弱轴,PASS
2000002,2000002,2000003,2000022,CW1_GATE_01,bottom_beam,gate_bottom,0.000000000000000,-1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,-0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,28164706.458333332092,9830899.739583333954,175.000000000000,175.000000000000,0.236384269613385,0.671295804316866,local-z竖直；TKz/TKy=175/175；Iyy强轴>Izz弱轴,PASS
2000003,2000003,2000004,2000023,CW1_GATE_01,bottom_beam,gate_bottom,0.000000000000000,-1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,-0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,28164706.458333332092,9830899.739583333954,175.000000000000,175.000000000000,0.236384269613385,0.671295804316866,local-z竖直；TKz/TKy=175/175；Iyy强轴>Izz弱轴,PASS
2000004,2000004,2000005,2000024,CW1_GATE_01,bottom_beam,gate_bottom,0.000000000000000,-1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,-0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,28164706.458333332092,9830899.739583333954,175.000000000000,175.000000000000,0.236384269613385,0.671295804316866,local-z竖直；TKz/TKy=175/175；Iyy强轴>Izz弱轴,PASS
2000005,2000005,2000006,2000025,CW1_GATE_01,bottom_beam,gate_bottom,0.000000000000000,-1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,-0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,28164706.458333332092,9830899.739583333954,175.000000000000,175.000000000000,0.236384269613385,0.671295804316866,local-z竖直；TKz/TKy=175/175；Iyy强轴>Izz弱轴,PASS
2000006,2000006,2000007,2000026,CW1_GATE_01,bottom_beam,gate_bottom,0.000000000000000,-1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,-0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,28164706.458333332092,9830899.739583333954,175.000000000000,175.000000000000,0.236384269613385,0.671295804316866,local-z竖直；TKz/TKy=175/175；Iyy强轴>Izz弱轴,PASS
2000007,2000007,2000008,2000027,CW1_GATE_01,bottom_beam,gate_bottom,0.000000000000000,-1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,-0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,28164706.458333332092,9830899.739583333954,175.000000000000,175.000000000000,0.236384269613385,0.671295804316866,local-z竖直；TKz/TKy=175/175；Iyy强轴>Izz弱轴,PASS
2000008,2000008,2000009,2000028,CW1_GATE_01,bottom_beam,gate_bottom,0.000000000000000,-1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,-0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,28164706.458333332092,9830899.739583333954,175.000000000000,175.000000000000,0.236384269613385,0.671295804316866,local-z竖直；TKz/TKy=175/175；Iyy强轴>Izz弱轴,PASS
2000009,2000009,2000010,2000029,CW1_GATE_01,bottom_beam,gate_bottom,0.000000000000000,-1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,-0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,28164706.458333332092,9830899.739583333954,175.000000000000,175.000000000000,0.236384269613385,0.671295804316866,local-z竖直；TKz/TKy=175/175；Iyy强轴>Izz弱轴,PASS
2000010,2000010,2000011,2000030,CW1_GATE_01,bottom_beam,gate_bottom,0.000000000000000,-1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,-0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,28164706.458333332092,9830899.739583333954,175.000000000000,175.000000000000,0.236384269613385,0.671295804316866,local-z竖直；TKz/TKy=175/175；Iyy强轴>Izz弱轴,PASS
2000011,2000011,2000012,2000031,CW1_GATE_01,bottom_beam,gate_bottom,0.000000000000000,-1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,-0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,28164706.458333332092,9830899.739583333954,175.000000000000,175.000000000000,0.236384269613385,0.671295804316866,local-z竖直；TKz/TKy=175/175；Iyy强轴>Izz弱轴,PASS
2000012,2000012,2000013,2000032,CW1_GATE_01,bottom_beam,gate_bottom,0.000000000000000,-1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,-0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,28164706.458333332092,9830899.739583333954,175.000000000000,175.000000000000,0.236384269613385,0.671295804316866,local-z竖直；TKz/TKy=175/175；Iyy强轴>Izz弱轴,PASS
2000013,2000013,2000014,2000033,CW1_GATE_01,bottom_beam,gate_bottom,0.000000000000000,-1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,-0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,28164706.458333332092,9830899.739583333954,175.000000000000,175.000000000000,0.236384269613385,0.671295804316866,local-z竖直；TKz/TKy=175/175；Iyy强轴>Izz弱轴,PASS
2000014,2000014,2000015,2000034,CW1_GATE_01,bottom_beam,gate_bottom,0.000000000000000,-1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,-0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,28164706.458333332092,9830899.739583333954,175.000000000000,175.000000000000,0.236384269613385,0.671295804316866,local-z竖直；TKz/TKy=175/175；Iyy强轴>Izz弱轴,PASS
2000015,2000015,2000016,2000035,CW1_GATE_01,bottom_beam,gate_bottom,0.000000000000000,-1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,-0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,28164706.458333332092,9830899.739583333954,175.000000000000,175.000000000000,0.236384269613385,0.671295804316866,local-z竖直；TKz/TKy=175/175；Iyy强轴>Izz弱轴,PASS
2000016,2000016,2000017,2000036,CW1_GATE_01,bottom_beam,gate_bottom,0.000000000000000,-1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,-0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,28164706.458333332092,9830899.739583333954,175.000000000000,175.000000000000,0.236384269613385,0.671295804316866,local-z竖直；TKz/TKy=175/175；Iyy强轴>Izz弱轴,PASS
2000017,2000017,2000018,2000037,CW1_GATE_01,bottom_beam,gate_bottom,0.000000000000000,-1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,-0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,28164706.458333332092,9830899.739583333954,175.000000000000,175.000000000000,0.236384269613385,0.671295804316866,local-z竖直；TKz/TKy=175/175；Iyy强轴>Izz弱轴,PASS
