
                        S T E P       1


     E I G E N V A L U E   O U T P U T

 MODE NO    EIGENVALUE                       FREQUENCY   
                                     REAL PART            IMAGINARY PART
                           (RAD/TIME)      (CYCLES/TIME     (RAD/TIME)

      1   0.5268385E-01   0.2295296E+00   0.3653078E-01   0.0000000E+00
      2   0.5268386E-01   0.2295296E+00   0.3653078E-01   0.0000000E+00
      3   0.5359442E-01   0.2315047E+00   0.3684512E-01   0.0000000E+00
      4   0.2015171E+00   0.4489066E+00   0.7144570E-01   0.0000000E+00
      5   0.2015172E+00   0.4489067E+00   0.7144571E-01   0.0000000E+00
      6   0.2121212E+00   0.4605661E+00   0.7330138E-01   0.0000000E+00
      7   0.2121212E+00   0.4605661E+00   0.7330138E-01   0.0000000E+00
      8   0.2136229E+00   0.4621936E+00   0.7356040E-01   0.0000000E+00
      9   0.4043342E+00   0.6358728E+00   0.1012023E+00   0.0000000E+00
     10   0.4043342E+00   0.6358728E+00   0.1012023E+00   0.0000000E+00
     11   0.4758979E+00   0.6898535E+00   0.1097936E+00   0.0000000E+00
     12   0.4758979E+00   0.6898536E+00   0.1097936E+00   0.0000000E+00
     13   0.4794834E+00   0.6924474E+00   0.1102064E+00   0.0000000E+00
     14   0.5262260E+00   0.7254144E+00   0.1154533E+00   0.0000000E+00
     15   0.5558803E+00   0.7455738E+00   0.1186618E+00   0.0000000E+00
     16   0.5558805E+00   0.7455739E+00   0.1186618E+00   0.0000000E+00
     17   0.6069494E+00   0.7790696E+00   0.1239928E+00   0.0000000E+00
     18   0.6427371E+00   0.8017089E+00   0.1275959E+00   0.0000000E+00
     19   0.6427372E+00   0.8017090E+00   0.1275959E+00   0.0000000E+00
     20   0.7239724E+00   0.8508657E+00   0.1354195E+00   0.0000000E+00
     21   0.7239724E+00   0.8508657E+00   0.1354195E+00   0.0000000E+00
     22   0.8360302E+00   0.9143469E+00   0.1455228E+00   0.0000000E+00
     23   0.8360303E+00   0.9143469E+00   0.1455228E+00   0.0000000E+00
     24   0.8418182E+00   0.9175065E+00   0.1460257E+00   0.0000000E+00
     25   0.8418182E+00   0.9175065E+00   0.1460257E+00   0.0000000E+00
     26   0.8466645E+00   0.9201437E+00   0.1464454E+00   0.0000000E+00
     27   0.8466645E+00   0.9201437E+00   0.1464454E+00   0.0000000E+00
     28   0.8499221E+00   0.9219122E+00   0.1467269E+00   0.0000000E+00
     29   0.1086094E+01   0.1042158E+01   0.1658647E+00   0.0000000E+00
     30   0.1086094E+01   0.1042158E+01   0.1658647E+00   0.0000000E+00
     31   0.1090823E+01   0.1044425E+01   0.1662253E+00   0.0000000E+00
     32   0.1158592E+01   0.1076379E+01   0.1713111E+00   0.0000000E+00
     33   0.1158593E+01   0.1076379E+01   0.1713111E+00   0.0000000E+00
     34   0.1314912E+01   0.1146696E+01   0.1825024E+00   0.0000000E+00
     35   0.1314912E+01   0.1146696E+01   0.1825024E+00   0.0000000E+00
     36   0.1326798E+01   0.1151867E+01   0.1833254E+00   0.0000000E+00
     37   0.1385585E+01   0.1177109E+01   0.1873426E+00   0.0000000E+00
     38   0.1385585E+01   0.1177109E+01   0.1873426E+00   0.0000000E+00
     39   0.1539776E+01   0.1240877E+01   0.1974917E+00   0.0000000E+00
     40   0.1539776E+01   0.1240877E+01   0.1974918E+00   0.0000000E+00
     41   0.1901317E+01   0.1378882E+01   0.2194560E+00   0.0000000E+00
     42   0.1901317E+01   0.1378882E+01   0.2194560E+00   0.0000000E+00
     43   0.1914180E+01   0.1383539E+01   0.2201970E+00   0.0000000E+00
     44   0.1926022E+01   0.1387812E+01   0.2208771E+00   0.0000000E+00
     45   0.1926022E+01   0.1387812E+01   0.2208771E+00   0.0000000E+00
     46   0.2094705E+01   0.1447310E+01   0.2303465E+00   0.0000000E+00
     47   0.2108875E+01   0.1452197E+01   0.2311243E+00   0.0000000E+00
     48   0.2108875E+01   0.1452197E+01   0.2311243E+00   0.0000000E+00
     49   0.2216651E+01   0.1488842E+01   0.2369566E+00   0.0000000E+00
     50   0.2216651E+01   0.1488842E+01   0.2369566E+00   0.0000000E+00
     51   0.2409572E+01   0.1552280E+01   0.2470530E+00   0.0000000E+00
     52   0.2432649E+01   0.1559695E+01   0.2482332E+00   0.0000000E+00
     53   0.2432649E+01   0.1559695E+01   0.2482332E+00   0.0000000E+00
     54   0.2560747E+01   0.1600234E+01   0.2546851E+00   0.0000000E+00
     55   0.2560748E+01   0.1600234E+01   0.2546851E+00   0.0000000E+00
     56   0.2572848E+01   0.1604010E+01   0.2552861E+00   0.0000000E+00
     57   0.2572848E+01   0.1604010E+01   0.2552861E+00   0.0000000E+00
     58   0.2593180E+01   0.1610335E+01   0.2562928E+00   0.0000000E+00
     59   0.2633771E+01   0.1622890E+01   0.2582909E+00   0.0000000E+00
     60   0.2633771E+01   0.1622890E+01   0.2582909E+00   0.0000000E+00

     P A R T I C I P A T I O N   F A C T O R S

MODE NO.   X-COMPONENT     Y-COMPONENT     Z-COMPONENT     X-ROTATION      Y-ROTATION      Z-ROTATION

      1   0.3653216E-05  -0.4526383E+03  -0.1409779E-04   0.7448950E+05   0.3240575E-01  -0.8395983E+06
      2   0.6073330E-05  -0.4526405E+03   0.2909939E-05   0.7448984E+05   0.4382981E-02  -0.8396024E+06
      3  -0.4802319E-05   0.1159318E+04  -0.7701684E-05  -0.1811649E+06   0.6559312E-02   0.2150410E+07
      4   0.3435471E+03   0.3099745E-04   0.2772116E-02   0.5597233E-01   0.5525749E+06  -0.7466372E+04
      5   0.3480705E+03  -0.1213291E-04   0.2770495E-02  -0.5586790E-01   0.5598505E+06   0.7369343E+04
      6   0.4260009E-04   0.1177939E-01   0.3571451E-05  -0.3599601E+01   0.6168913E-01   0.2596073E+06
      7   0.1830101E-03   0.1208095E-01   0.1930966E-05  -0.3651283E+01   0.2908838E+00   0.2596086E+06
      8   0.6813137E-04   0.1674964E-02  -0.2739840E-05  -0.3511599E+02   0.1146509E+00  -0.6659374E+06
      9  -0.1034752E-01   0.1307109E-04  -0.2656586E+03  -0.5527164E+04   0.4927643E+06   0.2372043E+00
     10   0.9971058E-02   0.6339036E-04   0.2576765E+03  -0.5698395E+04  -0.4779586E+06   0.3543914E+00
     11   0.1302864E-04   0.1513170E+03  -0.7725531E-05  -0.4989757E+05   0.3505054E-01   0.2807239E+06
     12  -0.6868202E-05  -0.1513170E+03  -0.1868399E-06   0.4989757E+05  -0.1072760E-01  -0.2807240E+06
     13   0.3838491E-05   0.3898782E+03  -0.2771549E-04  -0.1240974E+06   0.5756558E-01   0.7231860E+06
     14   0.3236549E-05   0.6547201E+03   0.5866740E-05  -0.1414006E+06  -0.1747876E-01   0.2204126E+07
     15  -0.7569116E-05  -0.2499084E+03  -0.1320275E-04   0.5632964E+05   0.3888458E-01  -0.8408031E+06
     16  -0.1997416E-04   0.2499084E+03  -0.3395303E-04  -0.5632963E+05   0.9921834E-01   0.8408031E+06
     17  -0.1804301E-05   0.6381974E+03   0.3913966E-05  -0.1182628E+06  -0.1917305E-02   0.2395861E+06
     18  -0.7312247E-06   0.2441940E+03   0.9207012E-06  -0.4766332E+05  -0.9708162E-03   0.9227640E+05
     19   0.1333571E-04  -0.2441940E+03  -0.2986667E-04   0.4766332E+05   0.1387450E-01  -0.9227640E+05
     20   0.1674803E+03  -0.3393254E-04   0.2533693E+03  -0.5581674E+04  -0.7054324E+06   0.3689444E+04
     21  -0.1720075E+03  -0.3327145E-04  -0.2602183E+03  -0.5434768E+04   0.7245016E+06   0.3592341E+04
     22  -0.1005456E+01  -0.9242791E-05   0.8592538E+03   0.1837885E+05  -0.1595520E+07   0.2143492E+02
     23   0.1003377E+01  -0.9695205E-05  -0.8568229E+03   0.1843100E+05   0.1591008E+07   0.2143797E+02
     24  -0.4771228E-03  -0.1962417E+00  -0.3776624E-04   0.6646414E+02  -0.7175812E+00   0.1300527E+06
     25   0.1499534E-03  -0.1961749E+00  -0.4297349E-03   0.6646298E+02   0.1044724E+01   0.1300529E+06
     26  -0.1666857E+03   0.4801787E-05  -0.5602287E+01  -0.1160061E+03  -0.2649780E+06   0.3451514E+04
     27   0.1609141E+03   0.7624446E-05   0.5412400E+01  -0.1202576E+03   0.2557954E+06   0.3575710E+04
     28   0.6686525E-04   0.2904946E-01   0.4563712E-04  -0.2688254E+02   0.2592976E-01  -0.3342788E+06
     29  -0.2590865E+03  -0.1260672E-04   0.5795788E+03  -0.6486144E+04  -0.2674559E+06  -0.2899477E+04
     30  -0.1351736E+03  -0.1090166E-04   0.3023845E+03   0.1243197E+05  -0.1395402E+06   0.5557402E+04
     31  -0.1488063E-05  -0.5411675E+03  -0.5536698E-05   0.4206108E+05   0.1956507E-01  -0.2149297E+07
     32  -0.4858153E-05  -0.2075107E+03  -0.2070925E-04   0.1791379E+05   0.7450592E-01  -0.8241223E+06
     33   0.7149197E-06   0.2075107E+03   0.3375066E-05  -0.1791378E+05  -0.1224771E-01   0.8241222E+06
     34  -0.3255580E-05   0.8978042E+02  -0.3735414E-05  -0.3078312E+05   0.1891060E-02   0.1669926E+06
     35  -0.2097838E-05   0.8978047E+02   0.4076354E-04  -0.3078313E+05  -0.7863249E-01   0.1669926E+06
     36   0.4888042E-06  -0.2328981E+03   0.2965345E-04   0.7716240E+05  -0.5419919E-01  -0.4320638E+06
     37  -0.1557306E+00  -0.1199195E-04   0.3809436E+03   0.8137487E+04  -0.7068788E+06   0.3305369E+01
     38   0.1550740E+00  -0.3118167E-04  -0.3793698E+03   0.8171249E+04   0.7039585E+06   0.3281304E+01
     39   0.1011437E+03  -0.1191480E-04   0.5992979E+03  -0.1272141E+05  -0.2235138E+07   0.2146952E+04
     40  -0.1000931E+03  -0.7074683E-06  -0.5930727E+03  -0.1285494E+05   0.2211921E+07   0.2169531E+04
     41   0.2186765E-04   0.4546170E+00  -0.1590274E-04  -0.1569184E+03   0.6494058E-01  -0.8506884E+05
     42   0.7934140E-05  -0.4546180E+00   0.6145594E-05   0.1569168E+03   0.1613757E-02   0.8506886E+05
     43  -0.2229233E-04   0.6901780E-01  -0.2740884E-05  -0.3454635E+02  -0.3084344E-01  -0.2216571E+06
     44   0.9672936E+02  -0.2443828E-05   0.3531957E+00  -0.9597894E+01   0.1547101E+06   0.2628560E+04
     45   0.1225480E+03  -0.5208942E-05   0.4474784E+00   0.7577266E+01   0.1960048E+06  -0.2074812E+04
     46  -0.1551034E-04  -0.3775744E+01   0.8505599E-05   0.3567694E+05  -0.6094586E-01   0.1027818E+06
     47  -0.5514457E+02  -0.2467437E-05   0.2924079E+02   0.6278234E+03  -0.2127329E+06   0.1183995E+04
     48  -0.5519767E+02   0.1632078E-05   0.2926894E+02  -0.6272288E+03  -0.2129377E+06  -0.1182891E+04
     49   0.2832936E-06  -0.1017529E+01  -0.3459635E-05   0.1364273E+05   0.1436160E-01   0.4089159E+05
     50   0.1998789E-05   0.1017566E+01   0.3795923E-05  -0.1364274E+05  -0.1178272E-01  -0.4089146E+05
     51  -0.5836935E-05  -0.4836224E+01  -0.1768247E-05   0.4570486E+05  -0.1087523E-01  -0.1046521E+06
     52  -0.4650250E+02   0.2827947E-06  -0.2240418E+02  -0.4887402E+03  -0.8947633E+05   0.1014437E+04
     53  -0.4729344E+02  -0.1859041E-05  -0.2278524E+02   0.4805607E+03  -0.9099820E+05  -0.9974582E+03
     54   0.4336353E-06  -0.8497259E+00   0.4380777E-05   0.1736141E+05   0.2224533E-02  -0.3992212E+05
     55   0.4278798E-05   0.8497052E+00   0.1667610E-05  -0.1736141E+05   0.8105149E-02   0.3992211E+05
